chain, name, latitude, longitude, address, city, zip, department, phone, hours, store_id, is_address_computed, is_location_computed, key, ignored, ignore_reason, overload_chain_name, mandatory_coords, country_code
shopmium,Shopmium Velizy Villacoublay,48.781857,2.218229,c.cial Velizy 2 av de l'Europe,Velizy Villacoublay,78140,,0139462600,[],,true,true,sfr:01 39 46 26 00,false,,,true,fr
shopmium,Shopmium Taverny,49.025663,2.221747,c.cial les Portes de Taverny,Taverny,95150,,0139600332,[],,true,true,sfr:01 39 60 03 32,false,,,true,fr
shopmium,Shopmium Le Chesnay,48.82802,2.1213512,c.cial Parly2/322 av chemin de Gaulle,Le Chesnay,78150,,0139660198,[],,true,true,sfr:01 39 66 01 98,false,,,true,fr
shopmium,Shopmium Montesson,48.92826600000001,2.143557,c.cial Carrefour 280 av Gabriel Peri,Montesson,78360,,0139680417,[],,true,true,sfr:01 39 68 04 17,false,,,true,fr
shopmium,Shopmium Chambourcy,48.906272,2.040137,c.cial Carrefou RN 13 route de Mantes Lot 37,Chambourcy,78240,,0139701223,[],,true,true,sfr:01 39 70 12 23,false,,,true,fr
shopmium,Shopmium Sarcelles,48.9859589,2.3726896,Galerie Ciale Auchan Val de France 200 av de la Division Leclerc,Sarcelles,95200,,0139900971,[],,true,true,sfr:01 39 90 09 71,false,,,true,fr
shopmium,Shopmium Saint Brice Sous Foret,48.999429,2.356007,c.cial Carrefour St Brice 6 av Robert Schumann,Saint Brice Sous Foret,95350,,0139941010,[],,true,true,sfr:01 39 94 10 10,false,,,true,fr
shopmium,Shopmium Montigny Les Cormeilles,48.987412,2.187929,167 bis bd Victor Bordier ZA Commercial de la Pate d'Oie,Montigny Les Cormeilles,95370,,0139971956,[],,true,true,sfr:01 39 97 19 56,false,,,true,fr
shopmium,Shopmium Argenteuil,48.9472096,2.2466847,c.cial Grand Argenteuil ZAC Careme Prenant,Argenteuil,95100,,0139987902,[],,true,true,sfr:01 39 98 79 02,false,,,true,fr
shopmium,Shopmium Paris,48.8383809,2.3995208,221 av Daumesnil,Paris,75012,,0140010555,[],,true,true,sfr:01 40 01 05 55,false,,,true,fr
shopmium,Shopmium Saint Ouen,48.905528,2.3316693,75 av Gabriel Peri,Saint Ouen,93400,,0140100987,[],,true,true,sfr:01 40 10 09 87,false,,,true,fr
shopmium,Shopmium Paris,48.8802506,2.3535949,29 rue de Dunkerque,Paris,75010,,0140165631,[],,true,true,sfr:01 40 16 56 31,false,,,true,fr
shopmium,Shopmium Paris,48.8615887,2.3480247,c.cial Forum des Halles Niveau 3 rue Pierre Lescot,Paris,75001,,0140390210,[],,true,true,sfr:01 40 39 02 10,false,,,true,fr
shopmium,Shopmium Paris,48.8821378,2.3004379,140 rue de Courcelles,Paris,75017,,0140540404,[],,true,true,sfr:01 40 54 04 04,false,,,true,fr
shopmium,Shopmium Paris,48.87836979999999,2.2955347,Fnac 26/30 av des Ternes,Paris,75017,,0140680075,[],,true,true,sfr:01 40 68 00 75,false,,,true,fr
shopmium,Shopmium Levallois Perret,48.89241790000001,2.2898815,55 rue du President Wilson,Levallois Perret,92300,,0140871818,[],,true,true,sfr:01 40 87 18 18,false,,,true,fr
shopmium,Shopmium Neuilly Sur Seine,48.8811323,2.2765979,12 rue Madeleine Michelis,Neuilly Sur Seine,92200,,0140880001,[],,true,true,sfr:01 40 88 00 01,false,,,true,fr
shopmium,Shopmium Puteaux,48.8814721,2.2386563,113 rue Jean Jaures,Puteaux,92800,,0140909219,[],,true,true,sfr:01 40 90 92 19,false,,,true,fr
shopmium,Shopmium Asnieres,48.9106945,2.2903702,5 rue Pierre Brossolette,Asnieres,92600,,0141110174,[],,true,true,sfr:01 41 11 01 74,false,,,true,fr
shopmium,Shopmium Arcueil,48.8050778,2.3255643,c.cial Cora Forum 20/6 av Aristide Briand,Arcueil,94110,,0141242517,[],,true,true,sfr:01 41 24 25 17,false,,,true,fr
shopmium,Shopmium Nogent Sur Marne,48.8370634,2.4838332,92 Grande rue Charles de Gaulle,Nogent Sur Marne,94130,,0141791500,[],,true,true,sfr:01 41 79 15 00,false,,,true,fr
shopmium,Shopmium Paris,48.8818802,2.3712281,10 av Secretan,Paris,75019,,0142067266,[],,true,true,sfr:01 42 06 72 66,false,,,true,fr
shopmium,Shopmium Paris,48.8640493,2.3310526,Fnac Forum Halles 1 rue P. Lescot,Paris,75001,,0142339773,[],,true,true,sfr:01 42 33 97 73,false,,,true,fr
shopmium,Shopmium Colombes,48.9236994,2.2545297,57 rue Saint Denis,Colombes,92700,,0142423835,[],,true,true,sfr:01 42 42 38 35,false,,,true,fr
shopmium,Shopmium Saint Denis,48.938683,2.356173,1 place Jean Jaures place du Marche Parking Marche,Saint Denis,93200,,0142430919,[],,true,true,sfr:01 42 43 09 19,false,,,true,fr
shopmium,Shopmium Paris,48.8461849,2.2951486,56 rue du Commerce,Paris,75015,,0142501111,[],,true,true,sfr:01 42 50 11 11,false,,,true,fr
shopmium,Shopmium Paris,48.869319,2.3325078,43/45 av de l'Opera,Paris,75002,,0142604864,[],,true,true,sfr:01 42 60 48 64,false,,,true,fr
shopmium,Shopmium Clichy,48.90339909999999,2.3038157,90 bd Jean Jaures,Clichy,92110,,0142701408,[],,true,true,sfr:01 42 70 14 08,false,,,true,fr
shopmium,Shopmium Paris,48.8597463,2.349123,18 bd Sebastopol,Paris,75004,,0142746688,[],,true,true,sfr:01 42 74 66 88,false,,,true,fr
shopmium,Shopmium Paris,48.8469448,2.326901,Fnac 136 rue de Rennes,Paris,75006,,0142840535,[],,true,true,sfr:01 42 84 05 35,false,,,true,fr
shopmium,Shopmium Paris,48.8512409,2.3310514,69 rue de Rennes,Paris,75006,,0142843026,[],,true,true,sfr:01 42 84 30 26,false,,,true,fr
shopmium,Shopmium Paris La Defense,48.89119,2.238268,c.cial les Quatre Temps,Paris La Defense,92030,,0142912524,[],,true,true,sfr:01 42 91 25 24,false,,,true,fr
shopmium,Shopmium Noisy Le Grand,48.8496636,2.5674397,10/12 route de Gournay,Noisy Le Grand,93160,,0143050607,[],,true,true,sfr:01 43 05 06 07,false,,,true,fr
shopmium,Shopmium Paris,48.85177909999999,2.3751306,87 rue du Faubourg St Antoine,Paris,75011,,0143074598,[],,true,true,sfr:01 43 07 45 98,false,,,true,fr
shopmium,Shopmium Neuilly Sur Marne,48.856898,2.528373,c.cial du Baobab 1/9 av du Mal Foch,Neuilly Sur Marne,93330,,0143085217,[],,true,true,sfr:01 43 08 52 17,false,,,true,fr
shopmium,Shopmium Livry Gargan,48.9163037,2.5312976,79 /85 av du General Nording,Livry Gargan,93190,,0143305854,[],,true,true,sfr:01 43 30 58 54,false,,,true,fr
shopmium,Shopmium Paris,48.8431569,2.3221182,c.cial Tour Maine Montparnasse 11 rue de l Arrivee,Paris,75015,,0143350987,[],,true,true,sfr:01 43 35 09 87,false,,,true,fr
shopmium,Shopmium Paris,48.831795,2.3303855,17 av du General Leclerc,Paris,75014,,0143354419,[],,true,true,sfr:01 43 35 44 19,false,,,true,fr
shopmium,Shopmium Creteil,48.790367,2.455572,c.cial Creteil Soleil Niveau Rdc,Creteil,94000,,0143392300,[],,true,true,sfr:01 43 39 23 00,false,,,true,fr
shopmium,Shopmium Paris,48.8399277,2.3824837,Fnac cours Saint Emilion Bercy Village,Paris,75012,,0143411478,[],,true,true,sfr:01 43 41 14 78,false,,,true,fr
shopmium,Shopmium Paris,48.84719639999999,2.3963035,24 bis place de la Nation,Paris,75012,,0143468057,[],,true,true,sfr:01 43 46 80 57,false,,,true,fr
shopmium,Shopmium Aubervilliers,48.9022393,2.3732543,c.cial le Millenaire ZAC rue de la Gare,Aubervilliers,93300,,0143523000,[],,true,true,sfr:01 43 52 30 00,false,,,true,fr
shopmium,Shopmium Montreuil,48.863812,2.448451,c.cial Carrefour Grande Porte Local 25,Montreuil,93100,,0143609226,[],,true,true,sfr:01 43 60 92 26,false,,,true,fr
shopmium,Shopmium Paris,48.8833292,2.3142281,19 bis rue Legendre place Levis,Paris,75017,,0143805560,[],,true,true,sfr:01 43 80 55 60,false,,,true,fr
shopmium,Shopmium Sevran,48.94972689999999,2.5215498,c.cial Beausevran route des Petits Ponts,Sevran,93600,,0143830511,[],,true,true,sfr:01 43 83 05 11,false,,,true,fr
shopmium,Shopmium Ivry Sur Seine,48.813055,2.38822,c.cial Carrefour quai d'Ivry 30 bd Paul Vaillant Couturier,Ivry Sur Seine,94200,,0143907444,[],,true,true,sfr:01 43 90 74 44,false,,,true,fr
shopmium,Shopmium Vincennes,48.8457052,2.4369988,12 rue du Chateau,Vincennes,94300,,0143984343,[],,true,true,sfr:01 43 98 43 43,false,,,true,fr
shopmium,Shopmium Paris,48.8796252,2.2899894,72 av des Ternes,Paris,75017,,0144097100,[],,true,true,sfr:01 44 09 71 00,false,,,true,fr
shopmium,Shopmium Paris,48.8208963,2.3669741,c.cial Massena 13/98 bd Massena,Paris,75013,,0144241444,[],,true,true,sfr:01 44 24 14 44,false,,,true,fr
shopmium,Shopmium Paris,48.855659,2.3583217,11 rue de Rivoli,Paris,75004,,0144548710,[],,true,true,sfr:01 44 54 87 10,false,,,true,fr
shopmium,Shopmium Paris,48.86654009999999,2.3640452,7 place de la Republique,Paris,75003,,0144617178,[],,true,true,sfr:01 44 61 71 78,false,,,true,fr
shopmium,Shopmium Paris,48.8708337,2.3448436,17 bd Poissonniere,Paris,75002,,0145081919,[],,true,true,sfr:01 45 08 19 19,false,,,true,fr
shopmium,Shopmium Paris,48.8754583,2.3255264,108 rue St Lazare,Paris,75008,,0145220491,[],,true,true,sfr:01 45 22 04 91,false,,,true,fr
shopmium,Shopmium Paris,48.886546,2.3262813,50 av de Clichy,Paris,75018,,0145221111,[],,true,true,sfr:01 45 22 11 11,false,,,true,fr
shopmium,Shopmium Paris,48.8577409,2.2799431,16 rue Jean Bologne,Paris,75016,,0145253296,[],,true,true,sfr:01 45 25 32 96,false,,,true,fr
shopmium,Shopmium Paris,48.87556499999999,2.326875,Fnacpassage Havre 109 rue St Lazare,Paris,75009,,0145265972,[],,true,true,sfr:01 45 26 59 72,false,,,true,fr
shopmium,Shopmium Paris,48.8376947,2.2967492,314 rue de Vaugirard,Paris,75015,,0145305555,[],,true,true,sfr:01 45 30 55 55,false,,,true,fr
shopmium,Shopmium Paris,48.829297,2.3226306,127 rue d'Alesia,Paris,75014,,0145411667,[],,true,true,sfr:01 45 41 16 67,false,,,true,fr
shopmium,Shopmium Paris,48.8495414,2.3231753,79 rue de Sevres,Paris,75006,,0145499510,[],,true,true,sfr:01 45 49 95 10,false,,,true,fr
shopmium,Shopmium Paris,48.8599961,2.3089035,60 rue Saint Dominique,Paris,75007,,0145502424,[],,true,true,sfr:01 45 50 24 24,false,,,true,fr
shopmium,Shopmium Paris,48.8718722,2.3176432,Fnac 74 av des Champs Elysees Galerie du Claridge,Paris,75008,,0145639327,[],,true,true,sfr:01 45 63 93 27,false,,,true,fr
shopmium,Shopmium Paris,48.849681,2.299635,55 av de la Motte Piquet,Paris,75015,,0145669467,[],,true,true,sfr:01 45 66 94 67,false,,,true,fr
shopmium,Shopmium Paris,48.8489102,2.282289,"Fnac c.cial de Beaugrenelle, 5 rue Linois",Paris,75015,,0145752187,[],,true,true,sfr:01 45 75 21 87,false,,,true,fr
shopmium,Shopmium Ormesson Sur Marne,48.785694,2.541046,c.cial Carrefour Pince Vent R4,Ormesson Sur Marne,94490,,0145764259,[],,true,true,sfr:01 45 76 42 59,false,,,true,fr
shopmium,Shopmium Paris,48.8294935,2.3562293,c.cial Italie 2/30 av d'Italie,Paris,75013,,0145881000,[],,true,true,sfr:01 45 88 10 00,false,,,true,fr
shopmium,Shopmium Paris,48.8294935,2.3562293,Fnac c.cial Italie 2/30 av d'Italie,Paris,75013,,0145885595,[],,true,true,sfr:01 45 88 55 95,false,,,true,fr
shopmium,Shopmium Issy Les Moulineaux,48.8245306,2.2743419,c.cial Auchan les 3 Moulins,Issy Les Moulineaux,92130,,0146454880,[],,true,true,sfr:01 46 45 48 80,false,,,true,fr
shopmium,Shopmium Le Kremlin Bicetre,48.81147259999999,2.3619527,c.cial Okabe Auchan av de Fontainebleau,Le Kremlin Bicetre,94270,,0146581215,[],,true,true,sfr:01 46 58 12 15,false,,,true,fr
shopmium,Shopmium Thiais,48.760344,2.387405,c.cial Carrefour Belle Epine Porte 8,Thiais,94320,,0146870613,[],,true,true,sfr:01 46 87 06 13,false,,,true,fr
shopmium,Shopmium Thiais,48.75857509999999,2.387658,Fnac 39 bd de la Resistance,Thiais,94320,,0146872770,[],,true,true,sfr:01 46 87 27 70,false,,,true,fr
shopmium,Shopmium Paris,48.8398719,2.3517709,41 rue Censier,Paris,75005,,0147070809,[],,true,true,sfr:01 47 07 08 09,false,,,true,fr
shopmium,Shopmium Nanterre,48.8906024,2.1951804,2 rue Maurice Thorez,Nanterre,92000,,0147254898,[],,true,true,sfr:01 47 25 48 98,false,,,true,fr
shopmium,Shopmium Villeneuve La Garenne,48.92733570000001,2.330376,c.cial Regional Local 150/22 92 bd Gallieni,Villeneuve La Garenne,92390,,0147332101,[],,true,true,sfr:01 47 33 21 01,false,,,true,fr
shopmium,Shopmium Paris,48.874439,2.3205821,89 bd Haussman,Paris,75008,,0147421043,[],,true,true,sfr:01 47 42 10 43,false,,,true,fr
shopmium,Shopmium Bois Colombes,48.9150211,2.2749282,63 rue des Bourguignons,Bois Colombes,92270,,0147860200,[],,true,true,sfr:01 47 86 02 00,false,,,true,fr
shopmium,Shopmium Saint Mande,48.84705630000001,2.4171183,180 av Gallieni,Saint Mande,94160,,0148085506,[],,true,true,sfr:01 48 08 55 06,false,,,true,fr
shopmium,Shopmium Drancy,48.924298,2.445676,c.cial Carrefour 60 rue St Stenay,Drancy,93700,,0148351868,[],,true,true,sfr:01 48 35 18 68,false,,,true,fr
shopmium,Shopmium Rosny Sous Bois Cedex,48.88056,2.477311,Fnac Cial Rosny2 av Gal de Ga,Rosny Sous Bois,93117,,0148549398,[],,true,true,sfr:01 48 54 93 98,false,,,true,fr
shopmium,Shopmium Tremblay En France,48.979952,2.557211,c.cial Aeroville rue des Buissons,Tremblay En France,93290,,0148605277,[],,true,true,sfr:01 48 60 52 77,false,,,true,fr
shopmium,Shopmium Le Blanc Mesnil,48.941345,2.46436,192 av Charles Floquet c.cial Plein Air Cellule 28,Le Blanc Mesnil,93150,,0148654301,[],,true,true,sfr:01 48 65 43 01,false,,,true,fr
shopmium,Shopmium Aulnay Sous Bois,48.9562533,2.475722,c.cial Parinor,Aulnay Sous Bois,93600,,0148674428,[],,true,true,sfr:01 48 67 44 28,false,,,true,fr
shopmium,Shopmium Fontenay Sous Bois,48.851542,2.475907,c.cial Val de Fontenay 12 rue la Marre A Guillaume,Fontenay Sous Bois,94120,,0148763030,[],,true,true,sfr:01 48 76 30 30,false,,,true,fr
shopmium,Shopmium Saint Maur Des Fosses,48.7978858,2.4845806,100 bd de Creteil,Saint Maur Des Fosses,94100,,0148857230,[],,true,true,sfr:01 48 85 72 30,false,,,true,fr
shopmium,Shopmium Rosny Sous Bois,48.875661,2.485932,c.cial Rosny 2 av du Gal de Gaulle,Rosny Sous Bois,93110,,0148947044,[],,true,true,sfr:01 48 94 70 44,false,,,true,fr
shopmium,Shopmium Bagnolet,48.870364,2.4234589,c.cial Bel Est 28 av General de Gaulle,Bagnolet,93170,,0148970022,[],,true,true,sfr:01 48 97 00 22,false,,,true,fr
shopmium,Shopmium Creteil,48.790367,2.455572,c.cial Creteil Soleil Niveau 1,Creteil,94000,,0149560330,[],,true,true,sfr:01 49 56 03 30,false,,,true,fr
shopmium,Shopmium Paris La Defense,48.89119,2.238268,c.cial les Quatre Temps,Paris La Defense,92030,,0149676315,[],,true,true,sfr:01 49 67 63 15,false,,,true,fr
shopmium,Shopmium Arcueil,48.8109291,2.3291471,Galerie Ciale la Vache Noire,Arcueil,94110,,0149859683,[],,true,true,sfr:01 49 85 96 83,false,,,true,fr
shopmium,Shopmium Paris,48.8932307,2.3405425,110 rue Ordener,Paris,75018,,0153093000,[],,true,true,sfr:01 53 09 30 00,false,,,true,fr
shopmium,Shopmium Paris,48.8498737,2.3419939,36 bd Saint Michel,Paris,75006,,0153108133,[],,true,true,sfr:01 53 10 81 33,false,,,true,fr
shopmium,Shopmium Aubervilliers,48.9014524,2.3891744,5 av Jean Jaures,Aubervilliers,93300,,0153561999,[],,true,true,sfr:01 53 56 19 99,false,,,true,fr
shopmium,Shopmium Paris,48.84812549999999,2.2627561,52 rue d'Auteuil,Paris,75016,,0153922880,[],,true,true,sfr:01 53 92 28 80,false,,,true,fr
shopmium,Shopmium Boulogne Billancourt,48.8350393,2.2434965,175 bd Jean Jaures,Boulogne Billancourt,92100,,0155602121,[],,true,true,sfr:01 55 60 21 21,false,,,true,fr
shopmium,Shopmium Paris,48.8685714,2.2829644,111 av Victor Hugo,Paris,75116,,0156281421,[],,true,true,sfr:01 56 28 14 21,false,,,true,fr
shopmium,Shopmium Charenton Le Pont,48.820707,2.414578,69 rue de Paris,Charenton Le Pont,94220,,0156293800,[],,true,true,sfr:01 56 29 38 00,false,,,true,fr
shopmium,Shopmium Rueil Malmaison,48.8760719,2.1801489,6 rue Jean le Coz,Rueil Malmaison,92500,,0157694655,[],,true,true,sfr:01 57 69 46 55,false,,,true,fr
shopmium,Shopmium Noisy Le Grand,48.848579,2.55261,Galerie Ciale Arcades Niveau 1 Local 121 b,Noisy Le Grand,93160,,0158844831,[],,true,true,sfr:01 58 84 48 31,false,,,true,fr
shopmium,Shopmium Ste Genevieve Des Bois,48.64084159999999,2.325921300000001,20 av de la Croix Blanche ZAC de la Croix Blanche,Ste Genevieve Des Bois,91700,,0160157271,[],,true,true,sfr:01 60 15 72 71,false,,,true,fr
shopmium,Shopmium Lieusaint,48.62567139999999,2.5546241,c.cial Francilia ZAC du Carre,Lieusaint,77127,,0160180148,[],,true,true,sfr:01 60 18 01 48,false,,,true,fr
shopmium,Shopmium Meaux,48.9585761,2.8799259,32 rue Grand Cerf,Meaux,77100,,0160243131,[],,true,true,sfr:01 60 24 31 31,false,,,true,fr
shopmium,Shopmium Pontault Combault,48.801255,2.607598,c.cial Ial Carrefou RN 4 rue Monthety Lot 54,Pontault Combault,77340,,0160290228,[],,true,true,sfr:01 60 29 02 28,false,,,true,fr
shopmium,Shopmium Serris Marne La Vallee,48.8525347,2.7789085,c.cial Val d'Europe Espace 654/14 cours du Danube,Serris Marne La Vallee,77700,,0160423541,[],,true,true,sfr:01 60 42 35 41,false,,,true,fr
shopmium,Shopmium Nemours,48.266606,2.696184,1 rue de Paris place de la Republique,Nemours,77140,,0160515888,[],,true,true,sfr:01 60 51 58 88,false,,,true,fr
shopmium,Shopmium Fontainebleau,48.4080488,2.7037181,77/79 rue Grande,Fontainebleau,77300,,0160700888,[],,true,true,sfr:01 60 70 08 88,false,,,true,fr
shopmium,Shopmium Evry,48.6304044,2.4278819,c.cial Evry 2 bd de l'Europe,Evry,91000,,0160774000,[],,true,true,sfr:01 60 77 40 00,false,,,true,fr
shopmium,Shopmium Bretigny Sur Orge,48.611486,2.30604,c.cial Auchan Maison Neuve RD 19,Bretigny Sur Orge,91220,,0160853388,[],,true,true,sfr:01 60 85 33 88,false,,,true,fr
shopmium,Shopmium Provins,48.5609528,3.3018654,11 place St Ayoul,Provins,77160,,0164014607,[],,true,true,sfr:01 64 01 46 07,false,,,true,fr
shopmium,Shopmium Coulommiers,48.8132258,3.0837746,6 rue Beaurepaire,Coulommiers,77120,,0164038505,[],,true,true,sfr:01 64 03 85 05,false,,,true,fr
shopmium,Shopmium Collegien,48.836583,2.672032,c.cial Bay 2/61 Mail Ouest Collegien,Collegien,77090,,0164119997,[],,true,true,sfr:01 64 11 99 97,false,,,true,fr
shopmium,Shopmium Chelles,48.87753499999999,2.59016,c.cial Chelles 2 av du Gendarme Castermant,Chelles,77500,,0164267157,[],,true,true,sfr:01 64 26 71 57,false,,,true,fr
shopmium,Shopmium Melun,48.5388732,2.6602902,21 rue Rene Pouteau,Melun,77000,,0164528888,[],,true,true,sfr:01 64 52 88 88,false,,,true,fr
shopmium,Shopmium Montereau,48.38473399999999,2.956193,Espace Commercial le Breau,Montereau,77130,,0164707000,[],,true,true,sfr:01 64 70 70 00,false,,,true,fr
shopmium,Shopmium Claye Souilly,48.945023,2.6760918,c.cial Carrefou RN 3,Claye Souilly,77410,,0164774598,[],,true,true,sfr:01 64 77 45 98,false,,,true,fr
shopmium,Shopmium Villiers En Biere,48.496528,2.604438,c.cial Carrefou RN 7,Villiers En Biere,77190,,0164879004,[],,true,true,sfr:01 64 87 90 04,false,,,true,fr
shopmium,Shopmium Etampes,48.4344613,2.1641222,11 place Notre Dame,Etampes,91150,,0164949838,[],,true,true,sfr:01 64 94 98 38,false,,,true,fr
shopmium,Shopmium Boussy Saint Antoine,48.6892489,2.530174,c.cial Cora Val D' Yerres,Boussy Saint Antoine,91800,,0169001042,[],,true,true,sfr:01 69 00 10 42,false,,,true,fr
shopmium,Shopmium Viry Chatillon,48.666218,2.375902,c.cial Leclerc Moulin Local 12,Viry Chatillon,91170,,0169065399,[],,true,true,sfr:01 69 06 53 99,false,,,true,fr
shopmium,Shopmium Les Ulis,48.6792779,2.16647,c.cial Regional Ulis 2,Les Ulis,91940,,0169073435,[],,true,true,sfr:01 69 07 34 35,false,,,true,fr
shopmium,Shopmium Villabe,48.58949399999999,2.454831,c.cial Villabe route de Villoison,Villabe,91100,,0169110607,[],,true,true,sfr:01 69 11 06 07,false,,,true,fr
shopmium,Shopmium Arpajon,48.5881302,2.2506083,4 rue Gambetta,Arpajon,91290,,0169260268,[],,true,true,sfr:01 69 26 02 68,false,,,true,fr
shopmium,Shopmium Villebon Sur Yvette,48.686885,2.2278566,Galerie Ciale Auchan 2 chemin Plesse,Villebon Sur Yvette,91140,,0169317450,[],,true,true,sfr:01 69 31 74 50,false,,,true,fr
shopmium,Shopmium Massy,48.7252674,2.2767076,c.cial Cora Massy av de l'Europe,Massy,91300,,0169322010,[],,true,true,sfr:01 69 32 20 10,false,,,true,fr
shopmium,Shopmium Vigneux Sur Seine,48.7188689,2.4398913,c.cial Auchan 8 rue Longueraie,Vigneux Sur Seine,91270,,0169523306,[],,true,true,sfr:01 69 52 33 06,false,,,true,fr
shopmium,Shopmium La Ville Du Bois,48.661072,2.2688259,c.cial Carrefour l'Oree du Bois,La Ville Du Bois,91620,,0169637223,[],,true,true,sfr:01 69 63 72 23,false,,,true,fr
shopmium,Shopmium Paris,48.8706383,2.3034022,73 av des Champs Elysees,Paris,75008,,0171240000,[],,true,true,sfr:01 71 24 00 00,false,,,true,fr
shopmium,Shopmium Paris,48.8669666,2.3840849,6 rue de Menilmontant,Paris,75020,,0171757117,[],,true,true,sfr:01 71 75 71 17,false,,,true,fr
shopmium,Shopmium Rennes,48.0839735,-1.6768353,c.cial Alma rue du Bosphore,Rennes,35200,,0223360808,[],,true,true,sfr:02 23 36 08 08,false,,,true,fr
shopmium,Shopmium Cesson Sevigne,48.114546,-1.588551,c.cial Cesson Sevigne ZA Rigourdiere,Cesson Sevigne,35510,,0223451551,[],,true,true,sfr:02 23 45 15 51,false,,,true,fr
shopmium,Shopmium Saint Herblain,47.2237768,-1.6240712,Galerie Commerciale Atlantis 4 place Magellan,Saint Herblain,44800,,0228038588,[],,true,true,sfr:02 28 03 85 88,false,,,true,fr
shopmium,Shopmium Saint Herblain,47.210335,-1.651444,c.cial Auchan Sillon de Bretagne 8 av Thebaudiere,Saint Herblain,44800,,0228072111,[],,true,true,sfr:02 28 07 21 11,false,,,true,fr
shopmium,Shopmium Nantes,47.2483735,-1.5134297,c.cial Leclerc Paridis 10 route de Paris,Nantes,44300,,0228237179,[],,true,true,sfr:02 28 23 71 79,false,,,true,fr
shopmium,Shopmium Landerneau,48.4491974,-4.2544061,52 quai de Leon,Landerneau,29800,,0229623606,[],,true,true,sfr:02 29 62 36 06,false,,,true,fr
shopmium,Shopmium Caen,49.1824895,-0.3638258,10 rue de Strasbourg,Caen,14000,,0231278888,[],,true,true,sfr:02 31 27 88 88,false,,,true,fr
shopmium,Shopmium Mondeville,49.1700941,-0.3227053,81 route de Paris,Mondeville,14120,,0231358888,[],,true,true,sfr:02 31 35 88 88,false,,,true,fr
shopmium,Shopmium Herouville,49.100706,2.128767,c.cial Carrefour Saint Clair,Herouville,95300,,0231468820,[],,true,true,sfr:02 31 46 88 20,false,,,true,fr
